"TE_N","TE_Media","TE_Mediana","TE_Moda","TE_DesvioPadrao","TE_CV","TE_Min","TE_Max","TUSD_N","TUSD_Media","TUSD_Mediana","TUSD_Moda","TUSD_DesvioPadrao","TUSD_CV","TUSD_Min","TUSD_Max"
259342,89.8916456262387,12.65,"0",115.877206525883,128.907648445652,-289.92,794.54,259342,239.138072082424,64.83,"0",867.611646812437,362.807828656157,-122.63,193498.5
